Year,Site,Treatment,Block,Plot,Species,Relative Cover
2012,MAT,NFCT,1,1,moss,0.016
2012,MAT,NFCT,1,1,lichen,0.008
2012,MAT,NFCT,1,1,litter,0.048
2012,MAT,NFCT,1,1,Bet nan,0.176
2012,MAT,NFCT,1,1,Car big,0.016
2012,MAT,NFCT,1,1,Cas tet,0.016
2012,MAT,NFCT,1,1,Emp nig,0.008
2012,MAT,NFCT,1,1,Eri vag,0.288
2012,MAT,NFCT,1,1,Led pal,0.176
2012,MAT,NFCT,1,1,Pol bis,0.008
2012,MAT,NFCT,1,1,Rub cha,0.08
2012,MAT,NFCT,1,1,Vac vit,0.16
2012,MAT,NFCT,1,2,moss,0.061538462
2012,MAT,NFCT,1,2,lichen,0.007692308
2012,MAT,NFCT,1,2,litter,0.061538462
2012,MAT,NFCT,1,2,bare,0.007692308
2012,MAT,NFCT,1,2,Bet nan,0.2
2012,MAT,NFCT,1,2,Cas tet,0.015384615
2012,MAT,NFCT,1,2,Eri vag,0.369230769
2012,MAT,NFCT,1,2,Led pal,0.107692308
2012,MAT,NFCT,1,2,Ped sp.,0.015384615
2012,MAT,NFCT,1,2,Rub cha,0.030769231
2012,MAT,NFCT,1,2,Vac vit,0.123076923
2012,MAT,NFCT,1,3,moss,0.091603053
2012,MAT,NFCT,1,3,lichen,0.007633588
2012,MAT,NFCT,1,3,litter,0.061068702
2012,MAT,NFCT,1,3,Bet nan,0.213740458
2012,MAT,NFCT,1,3,Car big,0.007633588
2012,MAT,NFCT,1,3,Cas tet,0.007633588
2012,MAT,NFCT,1,3,Emp nig,0.106870229
2012,MAT,NFCT,1,3,Eri vag,0.229007634
2012,MAT,NFCT,1,3,Led pal,0.045801527
2012,MAT,NFCT,1,3,Ped sp.,0.007633588
2012,MAT,NFCT,1,3,Rub cha,0.007633588
2012,MAT,NFCT,1,3,Sal pul,0.007633588
2012,MAT,NFCT,1,3,Vac uli,0.015267176
2012,MAT,NFCT,1,3,Vac vit,0.183206107
2012,MAT,NFCT,1,3,St. D. Bet.,0.007633588
2012,MAT,NFCT,1,4,moss,0.055045872
2012,MAT,NFCT,1,4,lichen,0.009174312
2012,MAT,NFCT,1,4,litter,0.055045872
2012,MAT,NFCT,1,4,Bet nan,0.146788991
2012,MAT,NFCT,1,4,Car big,0.018348624
2012,MAT,NFCT,1,4,Cas tet,0.018348624
2012,MAT,NFCT,1,4,Emp nig,0.018348624
2012,MAT,NFCT,1,4,Eri vag,0.256880734
2012,MAT,NFCT,1,4,Led pal,0.110091743
2012,MAT,NFCT,1,4,Rub cha,0.036697248
2012,MAT,NFCT,1,4,Vac uli,0.036697248
2012,MAT,NFCT,1,4,Vac vit,0.23853211
2012,MAT,NFCT,1,5,moss,0.030534351
2012,MAT,NFCT,1,5,lichen,0.007633588
2012,MAT,NFCT,1,5,litter,0.015267176
2012,MAT,NFCT,1,5,Bet nan,0.213740458
2012,MAT,NFCT,1,5,Car big,0.030534351
2012,MAT,NFCT,1,5,Cas tet,0.015267176
2012,MAT,NFCT,1,5,Emp nig,0.061068702
2012,MAT,NFCT,1,5,Eri vag,0.213740458
2012,MAT,NFCT,1,5,Led pal,0.061068702
2012,MAT,NFCT,1,5,Pol bis,0.015267176
2012,MAT,NFCT,1,5,Rub cha,0.030534351
2012,MAT,NFCT,1,5,Vac uli,0.152671756
2012,MAT,NFCT,1,5,Vac vit,0.152671756
2012,MAT,NFCT,1,6,moss,0.009345794
2012,MAT,NFCT,1,6,lichen,0.018691589
2012,MAT,NFCT,1,6,litter,0.037383178
2012,MAT,NFCT,1,6,Bet nan,0.242990654
2012,MAT,NFCT,1,6,Car big,0.018691589
2012,MAT,NFCT,1,6,Cas tet,0.018691589
2012,MAT,NFCT,1,6,Emp nig,0.009345794
2012,MAT,NFCT,1,6,Eri vag,0.242990654
2012,MAT,NFCT,1,6,Led pal,0.112149533
2012,MAT,NFCT,1,6,Pol bis,0.009345794
2012,MAT,NFCT,1,6,Rub cha,0.074766355
2012,MAT,NFCT,1,6,Vac uli,0.037383178
2012,MAT,NFCT,1,6,Vac vit,0.168224299
2012,MAT,NFCT,1,7,moss,0.042553191
2012,MAT,NFCT,1,7,lichen,0.021276596
2012,MAT,NFCT,1,7,litter,0.063829787
2012,MAT,NFCT,1,7,bare,0.063829787
2012,MAT,NFCT,1,7,Bet nan,0.127659574
2012,MAT,NFCT,1,7,Car big,0.010638298
2012,MAT,NFCT,1,7,Cas tet,0.010638298
2012,MAT,NFCT,1,7,Emp nig,0.042553191
2012,MAT,NFCT,1,7,Eri vag,0.319148936
2012,MAT,NFCT,1,7,Led pal,0.127659574
2012,MAT,NFCT,1,7,Rub cha,0.063829787
2012,MAT,NFCT,1,7,Vac uli,0.021276596
2012,MAT,NFCT,1,7,Vac vit,0.085106383
2012,MAT,NFCT,1,8,moss,0.111111111
2012,MAT,NFCT,1,8,lichen,0.018518519
2012,MAT,NFCT,1,8,litter,0.055555556
2012,MAT,NFCT,1,8,bare,0.074074074
2012,MAT,NFCT,1,8,Bet nan,0.074074074
2012,MAT,NFCT,1,8,Cas tet,0.009259259
2012,MAT,NFCT,1,8,Emp nig,0.037037037
2012,MAT,NFCT,1,8,Eri vag,0.407407407
2012,MAT,NFCT,1,8,Led pal,0.074074074
2012,MAT,NFCT,1,8,Pol bis,0.009259259
2012,MAT,NFCT,1,8,Rub cha,0.037037037
2012,MAT,NFCT,1,8,Vac vit,0.092592593
2012,MAT,NFNP,1,1,moss,0.003952569
2012,MAT,NFNP,1,1,litter,0.063241107
2012,MAT,NFNP,1,1,Bet nan,0.355731225
2012,MAT,NFNP,1,1,Eri vag,0.003952569
2012,MAT,NFNP,1,1,Led pal,0.003952569
2012,MAT,NFNP,1,1,Rub cha,0.537549407
2012,MAT,NFNP,1,1,St. D. Bet.,0.031620553
2012,MAT,NFNP,1,2,moss,0.00921659
2012,MAT,NFNP,1,2,litter,0.082949309
2012,MAT,NFNP,1,2,Bet nan,0.387096774
2012,MAT,NFNP,1,2,Eri vag,0.036866359
2012,MAT,NFNP,1,2,Led pal,0.004608295
2012,MAT,NFNP,1,2,Rub cha,0.313364055
2012,MAT,NFNP,1,2,St. D. Bet.,0.165898618
2012,MAT,NFNP,1,3,litter,0.020100503
2012,MAT,NFNP,1,3,Bet nan,0.412060302
2012,MAT,NFNP,1,3,Car big,0.005025126
2012,MAT,NFNP,1,3,Eri vag,0.020100503
2012,MAT,NFNP,1,3,Rub cha,0.48241206
2012,MAT,NFNP,1,3,St. D. Bet.,0.060301508
2012,MAT,NFNP,1,4,moss,0.019704433
2012,MAT,NFNP,1,4,bare,0.009852217
2012,MAT,NFNP,1,4,Bet nan,0.354679803
2012,MAT,NFNP,1,4,Eri vag,0.004926108
2012,MAT,NFNP,1,4,Led pal,0.009852217
2012,MAT,NFNP,1,4,Rub cha,0.591133005
2012,MAT,NFNP,1,4,St. D. Bet.,0.009852217
2012,MAT,NFNP,1,5,litter,0.023121387
2012,MAT,NFNP,1,5,Bet nan,0.473988439
2012,MAT,NFNP,1,5,Car big,0.005780347
2012,MAT,NFNP,1,5,Eri vag,0.023121387
2012,MAT,NFNP,1,5,Rub cha,0.450867052
2012,MAT,NFNP,1,5,Sal pul,0.023121387
2012,MAT,NFNP,1,6,litter,0.08988764
2012,MAT,NFNP,1,6,Bet nan,0.325842697
2012,MAT,NFNP,1,6,Eri vag,0.134831461
2012,MAT,NFNP,1,6,Rub cha,0.382022472
2012,MAT,NFNP,1,6,St. D. Bet.,0.033707865
2012,MAT,NFNP,1,6,vole litter,0.033707865
2012,MAT,NFNP,1,7,moss,0.01025641
2012,MAT,NFNP,1,7,litter,0.041025641
2012,MAT,NFNP,1,7,Bet nan,0.338461538
2012,MAT,NFNP,1,7,Eri vag,0.071794872
2012,MAT,NFNP,1,7,Led pal,0.005128205
2012,MAT,NFNP,1,7,Rub cha,0.482051282
2012,MAT,NFNP,1,7,St. D. Bet.,0.020512821
2012,MAT,NFNP,1,7,vole litter,0.030769231
2012,MAT,NFNP,1,8,litter,0.055299539
2012,MAT,NFNP,1,8,Bet nan,0.377880184
2012,MAT,NFNP,1,8,Eri vag,0.046082949
2012,MAT,NFNP,1,8,Led pal,0.004608295
2012,MAT,NFNP,1,8,Rub cha,0.516129032
2012,MAT,NFCT,2,1,moss,0.018018018
2012,MAT,NFCT,2,1,lichen,0.009009009
2012,MAT,NFCT,2,1,litter,0.054054054
2012,MAT,NFCT,2,1,Bet nan,0.18018018
2012,MAT,NFCT,2,1,Car big,0.018018018
2012,MAT,NFCT,2,1,Cas tet,0.018018018
2012,MAT,NFCT,2,1,Emp nig,0.054054054
2012,MAT,NFCT,2,1,Eri vag,0.126126126
2012,MAT,NFCT,2,1,Led pal,0.072072072
2012,MAT,NFCT,2,1,Rub cha,0.198198198
2012,MAT,NFCT,2,1,Vac vit,0.09009009
2012,MAT,NFCT,2,1,vole litter,0.162162162
2012,MAT,NFCT,2,2,moss,0.128571429
2012,MAT,NFCT,2,2,lichen,0.171428571
2012,MAT,NFCT,2,2,litter,0.028571429
2012,MAT,NFCT,2,2,Bet nan,0.085714286
2012,MAT,NFCT,2,2,Cas tet,0.007142857
2012,MAT,NFCT,2,2,Emp nig,0.007142857
2012,MAT,NFCT,2,2,Eri vag,0.2
2012,MAT,NFCT,2,2,Led pal,0.057142857
2012,MAT,NFCT,2,2,Rub cha,0.042857143
2012,MAT,NFCT,2,2,Sal pul,0.085714286
2012,MAT,NFCT,2,2,Vac vit,0.071428571
2012,MAT,NFCT,2,2,vole hole,0.014285714
2012,MAT,NFCT,2,2,vole litter,0.1
2012,MAT,NFCT,2,3,moss,0.075
2012,MAT,NFCT,2,3,lichen,0.0625
2012,MAT,NFCT,2,3,litter,0.025
2012,MAT,NFCT,2,3,Bet nan,0.225
2012,MAT,NFCT,2,3,Car big,0.0125
2012,MAT,NFCT,2,3,Emp nig,0.0125
2012,MAT,NFCT,2,3,Eri vag,0.1625
2012,MAT,NFCT,2,3,Led pal,0.1625
2012,MAT,NFCT,2,3,Rub cha,0.025
2012,MAT,NFCT,2,3,Sal pul,0.15
2012,MAT,NFCT,2,3,Vac vit,0.0375
2012,MAT,NFCT,2,3,vole litter,0.05
2012,MAT,NFCT,2,4,moss,0.051612903
2012,MAT,NFCT,2,4,lichen,0.006451613
2012,MAT,NFCT,2,4,litter,0.025806452
2012,MAT,NFCT,2,4,Bet nan,0.322580645
2012,MAT,NFCT,2,4,Car big,0.012903226
2012,MAT,NFCT,2,4,Cas tet,0.025806452
2012,MAT,NFCT,2,4,Emp nig,0.012903226
2012,MAT,NFCT,2,4,Eri vag,0.167741935
2012,MAT,NFCT,2,4,Led pal,0.064516129
2012,MAT,NFCT,2,4,Rub cha,0.038709677
2012,MAT,NFCT,2,4,Sal pul,0.129032258
2012,MAT,NFCT,2,4,Vac vit,0.077419355
2012,MAT,NFCT,2,4,vole litter,0.064516129
2012,MAT,NFCT,2,5,moss,0.031007752
2012,MAT,NFCT,2,5,lichen,0.007751938
2012,MAT,NFCT,2,5,litter,0.062015504
2012,MAT,NFCT,2,5,bare,0.007751938
2012,MAT,NFCT,2,5,Bet nan,0.093023256
2012,MAT,NFCT,2,5,Car big,0.015503876
2012,MAT,NFCT,2,5,Cas tet,0.031007752
2012,MAT,NFCT,2,5,Emp nig,0.031007752
2012,MAT,NFCT,2,5,Eri vag,0.186046512
2012,MAT,NFCT,2,5,Led pal,0.015503876
2012,MAT,NFCT,2,5,Pol bis,0.007751938
2012,MAT,NFCT,2,5,Rub cha,0.201550388
2012,MAT,NFCT,2,5,Sal pul,0.031007752
2012,MAT,NFCT,2,5,Vac vit,0.124031008
2012,MAT,NFCT,2,5,vole litter,0.15503876
2012,MAT,NFCT,2,6,moss,0.087719298
2012,MAT,NFCT,2,6,lichen,0.00877193
2012,MAT,NFCT,2,6,litter,0.035087719
2012,MAT,NFCT,2,6,Bet nan,0.035087719
2012,MAT,NFCT,2,6,Car big,0.035087719
2012,MAT,NFCT,2,6,Cas tet,0.052631579
2012,MAT,NFCT,2,6,Emp nig,0.035087719
2012,MAT,NFCT,2,6,Eri vag,0.087719298
2012,MAT,NFCT,2,6,Led pal,0.105263158
2012,MAT,NFCT,2,6,Pol bis,0.00877193
2012,MAT,NFCT,2,6,Rub cha,0.280701754
2012,MAT,NFCT,2,6,Sal pul,0.105263158
2012,MAT,NFCT,2,6,Vac vit,0.052631579
2012,MAT,NFCT,2,6,vole litter,0.070175439
2012,MAT,NFCT,2,7,moss,0.037037037
2012,MAT,NFCT,2,7,lichen,0.037037037
2012,MAT,NFCT,2,7,litter,0.111111111
2012,MAT,NFCT,2,7,bare,0.018518519
2012,MAT,NFCT,2,7,Bet nan,0.185185185
2012,MAT,NFCT,2,7,Car big,0.259259259
2012,MAT,NFCT,2,7,Cas tet,0.018518519
2012,MAT,NFCT,2,7,Emp nig,0.111111111
2012,MAT,NFCT,2,7,Eri vag,0.037037037
2012,MAT,NFCT,2,7,Rub cha,0.148148148
2012,MAT,NFCT,2,7,Sal pul,0.018518519
2012,MAT,NFCT,2,7,Vac vit,0.018518519
2012,MAT,NFCT,2,8,moss,0.153846154
2012,MAT,NFCT,2,8,lichen,0.008547009
2012,MAT,NFCT,2,8,litter,0.017094017
2012,MAT,NFCT,2,8,Bet nan,0.068376068
2012,MAT,NFCT,2,8,Car big,0.034188034
2012,MAT,NFCT,2,8,Cas tet,0.017094017
2012,MAT,NFCT,2,8,Emp nig,0.170940171
2012,MAT,NFCT,2,8,Eri vag,0.102564103
2012,MAT,NFCT,2,8,Led pal,0.034188034
2012,MAT,NFCT,2,8,Rub cha,0.273504274
2012,MAT,NFCT,2,8,Sal pul,0.085470085
2012,MAT,NFCT,2,8,Vac vit,0.034188034
2012,MAT,NFNP,2,1,litter,0.01025641
2012,MAT,NFNP,2,1,bare,0.030769231
2012,MAT,NFNP,2,1,Bet nan,0.102564103
2012,MAT,NFNP,2,1,Car big,0.005128205
2012,MAT,NFNP,2,1,Eri vag,0.030769231
2012,MAT,NFNP,2,1,Rub cha,0.779487179
2012,MAT,NFNP,2,1,St. D. Bet.,0.041025641
2012,MAT,NFNP,2,2,moss,0.004608295
2012,MAT,NFNP,2,2,litter,0.110599078
2012,MAT,NFNP,2,2,Bet nan,0.036866359
2012,MAT,NFNP,2,2,Car big,0.00921659
2012,MAT,NFNP,2,2,Eri vag,0.004608295
2012,MAT,NFNP,2,2,Led pal,0.004608295
2012,MAT,NFNP,2,2,Rub cha,0.774193548
2012,MAT,NFNP,2,2,St. D. Bet.,0.055299539
2012,MAT,NFNP,2,3,litter,0.059405941
2012,MAT,NFNP,2,3,Bet nan,0.059405941
2012,MAT,NFNP,2,3,Car big,0.004950495
2012,MAT,NFNP,2,3,Eri vag,0.004950495
2012,MAT,NFNP,2,3,Rub cha,0.821782178
2012,MAT,NFNP,2,3,St. D. Bet.,0.04950495
2012,MAT,NFNP,2,4,litter,0.030612245
2012,MAT,NFNP,2,4,Bet nan,0.132653061
2012,MAT,NFNP,2,4,Car big,0.005102041
2012,MAT,NFNP,2,4,Led pal,0.005102041
2012,MAT,NFNP,2,4,Rub cha,0.734693878
2012,MAT,NFNP,2,4,St. D. Bet.,0.091836735
2012,MAT,NFNP,2,5,litter,0.021276596
2012,MAT,NFNP,2,5,Bet nan,0.276595745
2012,MAT,NFNP,2,5,Eri vag,0.010638298
2012,MAT,NFNP,2,5,Led pal,0.005319149
2012,MAT,NFNP,2,5,Rub cha,0.64893617
2012,MAT,NFNP,2,5,Vac vit,0.005319149
2012,MAT,NFNP,2,5,St. D. Bet.,0.031914894
2012,MAT,NFNP,2,6,litter,0.029268293
2012,MAT,NFNP,2,6,Bet nan,0.03902439
2012,MAT,NFNP,2,6,Car big,0.004878049
2012,MAT,NFNP,2,6,Eri vag,0.004878049
2012,MAT,NFNP,2,6,Led pal,0.004878049
2012,MAT,NFNP,2,6,Rub cha,0.858536585
2012,MAT,NFNP,2,6,St. D. Bet.,0.058536585
2012,MAT,NFNP,2,7,litter,0.045714286
2012,MAT,NFNP,2,7,Bet nan,0.022857143
2012,MAT,NFNP,2,7,Emp nig,0.005714286
2012,MAT,NFNP,2,7,Eri vag,0.011428571
2012,MAT,NFNP,2,7,Led pal,0.068571429
2012,MAT,NFNP,2,7,Rub cha,0.777142857
2012,MAT,NFNP,2,7,St. D. Bet.,0.068571429
2012,MAT,NFNP,2,8,litter,0.076433121
2012,MAT,NFNP,2,8,Bet nan,0.076433121
2012,MAT,NFNP,2,8,Car big,0.006369427
2012,MAT,NFNP,2,8,Eri vag,0.025477707
2012,MAT,NFNP,2,8,Rub cha,0.662420382
2012,MAT,NFNP,2,8,St. D. Bet.,0.152866242
2012,MAT,NFNP,3,1,litter,0.021390374
2012,MAT,NFNP,3,1,Bet nan,0.299465241
2012,MAT,NFNP,3,1,Eri vag,0.005347594
2012,MAT,NFNP,3,1,Rub cha,0.609625668
2012,MAT,NFNP,3,1,St. D. Bet.,0.064171123
2012,MAT,NFNP,3,2,litter,0.060606061
2012,MAT,NFNP,3,2,Bet nan,0.343434343
2012,MAT,NFNP,3,2,Eri vag,0.005050505
2012,MAT,NFNP,3,2,Led pal,0.005050505
2012,MAT,NFNP,3,2,Rub cha,0.414141414
2012,MAT,NFNP,3,2,St. D. Bet.,0.171717172
2012,MAT,NFNP,3,3,litter,0.025751073
2012,MAT,NFNP,3,3,Bet nan,0.369098712
2012,MAT,NFNP,3,3,Eri vag,0.004291845
2012,MAT,NFNP,3,3,Rub cha,0.52360515
2012,MAT,NFNP,3,3,St. D. Bet.,0.077253219
2012,MAT,NFNP,3,4,Bet nan,0.591928251
2012,MAT,NFNP,3,4,Eri vag,0.004484305
2012,MAT,NFNP,3,4,Rub cha,0.385650224
2012,MAT,NFNP,3,4,St. D. Bet.,0.01793722
2012,MAT,NFNP,3,5,litter,0.026785714
2012,MAT,NFNP,3,5,Bet nan,0.491071429
2012,MAT,NFNP,3,5,Rub cha,0.4375
2012,MAT,NFNP,3,5,St. D. Bet.,0.044642857
2012,MAT,NFNP,3,6,moss,0.03960396
2012,MAT,NFNP,3,6,lichen,0.004950495
2012,MAT,NFNP,3,6,litter,0.04950495
2012,MAT,NFNP,3,6,bare,0.004950495
2012,MAT,NFNP,3,6,Bet nan,0.475247525
2012,MAT,NFNP,3,6,Eri vag,0.079207921
2012,MAT,NFNP,3,6,Rub cha,0.346534653
2012,MAT,NFNP,3,7,litter,0.017621145
2012,MAT,NFNP,3,7,Bet nan,0.466960352
2012,MAT,NFNP,3,7,Eri vag,0.004405286
2012,MAT,NFNP,3,7,Rub cha,0.475770925
2012,MAT,NFNP,3,7,St. D. Bet.,0.035242291
2012,MAT,NFNP,3,8,litter,0.019607843
2012,MAT,NFNP,3,8,Bet nan,0.558823529
2012,MAT,NFNP,3,8,Eri vag,0.004901961
2012,MAT,NFNP,3,8,Led pal,0.004901961
2012,MAT,NFNP,3,8,Rub cha,0.411764706
2012,MAT,NFCT,3,1,moss,0.005780347
2012,MAT,NFCT,3,1,litter,0.080924855
2012,MAT,NFCT,3,1,bare,0.005780347
2012,MAT,NFCT,3,1,And pol,0.005780347
2012,MAT,NFCT,3,1,Bet nan,0.427745665
2012,MAT,NFCT,3,1,Car big,0.005780347
2012,MAT,NFCT,3,1,Eri vag,0.12716763
2012,MAT,NFCT,3,1,Led pal,0.057803468
2012,MAT,NFCT,3,1,Rub cha,0.25433526
2012,MAT,NFCT,3,1,Vac uli,0.005780347
2012,MAT,NFCT,3,1,Vac vit,0.023121387
2012,MAT,NFCT,3,2,moss,0.024096386
2012,MAT,NFCT,3,2,litter,0.120481928
2012,MAT,NFCT,3,2,Bet nan,0.373493976
2012,MAT,NFCT,3,2,Eri vag,0.168674699
2012,MAT,NFCT,3,2,Led pal,0.096385542
2012,MAT,NFCT,3,2,Rub cha,0.204819277
2012,MAT,NFCT,3,2,Vac vit,0.012048193
2012,MAT,NFCT,3,3,moss,0.072727273
2012,MAT,NFCT,3,3,litter,0.133333333
2012,MAT,NFCT,3,3,bare,0.024242424
2012,MAT,NFCT,3,3,Bet nan,0.16969697
2012,MAT,NFCT,3,3,Car big,0.006060606
2012,MAT,NFCT,3,3,Cas tet,0.006060606
2012,MAT,NFCT,3,3,Emp nig,0.006060606
2012,MAT,NFCT,3,3,Eri vag,0.303030303
2012,MAT,NFCT,3,3,Led pal,0.072727273
2012,MAT,NFCT,3,3,Rub cha,0.121212121
2012,MAT,NFCT,3,3,Vac vit,0.084848485
2012,MAT,NFCT,3,4,moss,0.011235955
2012,MAT,NFCT,3,4,lichen,0.005617978
2012,MAT,NFCT,3,4,litter,0.056179775
2012,MAT,NFCT,3,4,Bet nan,0.269662921
2012,MAT,NFCT,3,4,Cas tet,0.005617978
2012,MAT,NFCT,3,4,Eri vag,0.056179775
2012,MAT,NFCT,3,4,Led pal,0.168539326
2012,MAT,NFCT,3,4,Rub cha,0.359550562
2012,MAT,NFCT,3,4,Vac vit,0.04494382
2012,MAT,NFCT,3,4,St. D. Bet.,0.02247191
2012,MAT,NFCT,3,5,moss,0.031914894
2012,MAT,NFCT,3,5,litter,0.042553191
2012,MAT,NFCT,3,5,Bet nan,0.14893617
2012,MAT,NFCT,3,5,Car big,0.021276596
2012,MAT,NFCT,3,5,Eri vag,0.010638298
2012,MAT,NFCT,3,5,Led pal,0.095744681
2012,MAT,NFCT,3,5,Rub cha,0.595744681
2012,MAT,NFCT,3,5,Vac vit,0.010638298
2012,MAT,NFCT,3,5,St. D. Bet.,0.042553191
2012,MAT,NFCT,3,6,moss,0.005524862
2012,MAT,NFCT,3,6,litter,0.077348066
2012,MAT,NFCT,3,6,Bet nan,0.066298343
2012,MAT,NFCT,3,6,Car big,0.011049724
2012,MAT,NFCT,3,6,Eri vag,0.055248619
2012,MAT,NFCT,3,6,Led pal,0.110497238
2012,MAT,NFCT,3,6,Rub cha,0.662983425
2012,MAT,NFCT,3,6,Vac vit,0.011049724
2012,MAT,NFCT,3,7,moss,0.08
2012,MAT,NFCT,3,7,litter,0.08
2012,MAT,NFCT,3,7,bare,0.034285714
2012,MAT,NFCT,3,7,Bet nan,0.205714286
2012,MAT,NFCT,3,7,Cas tet,0.011428571
2012,MAT,NFCT,3,7,Emp nig,0.005714286
2012,MAT,NFCT,3,7,Eri vag,0.171428571
2012,MAT,NFCT,3,7,Led pal,0.102857143
2012,MAT,NFCT,3,7,Rub cha,0.274285714
2012,MAT,NFCT,3,7,Sal pul,0.011428571
2012,MAT,NFCT,3,7,Vac vit,0.022857143
2012,MAT,NFCT,3,8,moss,0.079365079
2012,MAT,NFCT,3,8,lichen,0.007936508
2012,MAT,NFCT,3,8,litter,0.095238095
2012,MAT,NFCT,3,8,Bet nan,0.19047619
2012,MAT,NFCT,3,8,Car big,0.015873016
2012,MAT,NFCT,3,8,Emp nig,0.015873016
2012,MAT,NFCT,3,8,Eri vag,0.365079365
2012,MAT,NFCT,3,8,Rub cha,0.142857143
2012,MAT,NFCT,3,8,Sal pul,0.015873016
2012,MAT,NFCT,3,8,Vac uli,0.007936508
2012,MAT,NFCT,3,8,Vac vit,0.063492063
2012,MAT,NFNP,4,1,litter,0.066298343
2012,MAT,NFNP,4,1,Bet nan,0.17679558
2012,MAT,NFNP,4,1,Eri vag,0.005524862
2012,MAT,NFNP,4,1,Rub cha,0.685082873
2012,MAT,NFNP,4,1,St. D. Bet.,0.066298343
2012,MAT,NFNP,4,2,litter,0.070484581
2012,MAT,NFNP,4,2,Bet nan,0.088105727
2012,MAT,NFNP,4,2,Eri vag,0.008810573
2012,MAT,NFNP,4,2,Pol bis,0.004405286
2012,MAT,NFNP,4,2,Rub cha,0.625550661
2012,MAT,NFNP,4,2,Sal pul,0.008810573
2012,MAT,NFNP,4,2,St. D. Bet.,0.193832599
2012,MAT,NFNP,4,3,litter,0.051948052
2012,MAT,NFNP,4,3,bare,0.034632035
2012,MAT,NFNP,4,3,Bet nan,0.207792208
2012,MAT,NFNP,4,3,Eri vag,0.004329004
2012,MAT,NFNP,4,3,Rub cha,0.562770563
2012,MAT,NFNP,4,3,St. D. Bet.,0.138528139
2012,MAT,NFNP,4,4,litter,0.016393443
2012,MAT,NFNP,4,4,Bet nan,0.180327869
2012,MAT,NFNP,4,4,Eri vag,0.004098361
2012,MAT,NFNP,4,4,Led pal,0.004098361
2012,MAT,NFNP,4,4,Rub cha,0.745901639
2012,MAT,NFNP,4,4,St. D. Bet.,0.049180328
2012,MAT,NFNP,4,5,litter,0.129032258
2012,MAT,NFNP,4,5,Bet nan,0.202764977
2012,MAT,NFNP,4,5,Eri vag,0.01843318
2012,MAT,NFNP,4,5,Led pal,0.004608295
2012,MAT,NFNP,4,5,Rub cha,0.534562212
2012,MAT,NFNP,4,5,St. D. Bet.,0.110599078
2012,MAT,NFNP,4,6,litter,0.077294686
2012,MAT,NFNP,4,6,Bet nan,0.096618357
2012,MAT,NFNP,4,6,Car big,0.004830918
2012,MAT,NFNP,4,6,Eri vag,0.004830918
2012,MAT,NFNP,4,6,Led pal,0.004830918
2012,MAT,NFNP,4,6,Rub cha,0.618357488
2012,MAT,NFNP,4,6,Sal pul,0.057971014
2012,MAT,NFNP,4,6,St. D. Bet.,0.1352657
2012,MAT,NFNP,4,7,moss,0.008547009
2012,MAT,NFNP,4,7,litter,0.076923077
2012,MAT,NFNP,4,7,Bet nan,0.307692308
2012,MAT,NFNP,4,7,Car big,0.008547009
2012,MAT,NFNP,4,7,Eri vag,0.008547009
2012,MAT,NFNP,4,7,Led pal,0.004273504
2012,MAT,NFNP,4,7,Rub cha,0.444444444
2012,MAT,NFNP,4,7,Sal pul,0.025641026
2012,MAT,NFNP,4,7,Vac vit,0.004273504
2012,MAT,NFNP,4,7,St. D. Bet.,0.111111111
2012,MAT,NFNP,4,8,litter,0.085470085
2012,MAT,NFNP,4,8,Bet nan,0.358974359
2012,MAT,NFNP,4,8,Eri vag,0.004273504
2012,MAT,NFNP,4,8,Led pal,0.004273504
2012,MAT,NFNP,4,8,Rub cha,0.393162393
2012,MAT,NFNP,4,8,Sal pul,0.017094017
2012,MAT,NFNP,4,8,St. D. Bet.,0.136752137
2012,MAT,NFCT,4,1,moss,0.085714286
2012,MAT,NFCT,4,1,litter,0.014285714
2012,MAT,NFCT,4,1,Bet nan,0.228571429
2012,MAT,NFCT,4,1,Car big,0.057142857
2012,MAT,NFCT,4,1,Cas tet,0.014285714
2012,MAT,NFCT,4,1,Emp nig,0.014285714
2012,MAT,NFCT,4,1,Eri vag,0.014285714
2012,MAT,NFCT,4,1,Led pal,0.128571429
2012,MAT,NFCT,4,1,Pol bis,0.014285714
2012,MAT,NFCT,4,1,Rub cha,0.342857143
2012,MAT,NFCT,4,1,Vac vit,0.057142857
2012,MAT,NFCT,4,1,vole hole,0.014285714
2012,MAT,NFCT,4,1,vole litter,0.014285714
2012,MAT,NFCT,4,2,moss,0.059701493
2012,MAT,NFCT,4,2,lichen,0.044776119
2012,MAT,NFCT,4,2,litter,0.134328358
2012,MAT,NFCT,4,2,Bet nan,0.164179104
2012,MAT,NFCT,4,2,Car big,0.044776119
2012,MAT,NFCT,4,2,Cas tet,0.014925373
2012,MAT,NFCT,4,2,Emp nig,0.007462687
2012,MAT,NFCT,4,2,Eri vag,0.059701493
2012,MAT,NFCT,4,2,Led pal,0.179104478
2012,MAT,NFCT,4,2,Pol bis,0.007462687
2012,MAT,NFCT,4,2,Rub cha,0.104477612
2012,MAT,NFCT,4,2,Sal pul,0.029850746
2012,MAT,NFCT,4,2,Vac vit,0.104477612
2012,MAT,NFCT,4,2,vole litter,0.044776119
2012,MAT,NFCT,4,3,moss,0.028368794
2012,MAT,NFCT,4,3,lichen,0.113475177
2012,MAT,NFCT,4,3,litter,0.007092199
